OID,Country_or_Area,Year,Description,Magnitude,Value
44391F..ZF...,KUWAIT,1976,GOVERNMENT CONSUMPTION EXPEND.,KUWAITI DINARS,432000000
44391F..ZF...,KUWAIT,1975,GOVERNMENT CONSUMPTION EXPEND.,KUWAITI DINARS,386000000
44391F..ZF...,KUWAIT,1974,GOVERNMENT CONSUMPTION EXPEND.,KUWAITI DINARS,279000000
44391F..ZF...,KUWAIT,1973,GOVERNMENT CONSUMPTION EXPEND.,KUWAITI DINARS,215000000
44391F..ZF...,KUWAIT,1972,GOVERNMENT CONSUMPTION EXPEND.,KUWAITI DINARS,199000000
44391F..ZF...,KUWAIT,1971,GOVERNMENT CONSUMPTION EXPEND.,KUWAITI DINARS,173000000
44391F..ZF...,KUWAIT,1970,GOVERNMENT CONSUMPTION EXPEND.,KUWAITI DINARS,139000000
44391F..ZF...,KUWAIT,1969,GOVERNMENT CONSUMPTION EXPEND.,KUWAITI DINARS,152000000
44391F..ZF...,KUWAIT,1968,GOVERNMENT CONSUMPTION EXPEND.,KUWAITI DINARS,144000000
44391F..ZF...,KUWAIT,1967,GOVERNMENT CONSUMPTION EXPEND.,KUWAITI DINARS,135000000
44391F..ZF...,KUWAIT,1966,GOVERNMENT CONSUMPTION EXPEND.,KUWAITI DINARS,118000000
44391F..ZF...,KUWAIT,1965,GOVERNMENT CONSUMPTION EXPEND.,KUWAITI DINARS,101000000
44391F..ZF...,KUWAIT,1964,GOVERNMENT CONSUMPTION EXPEND.,KUWAITI DINARS,102000000
44391F..ZF...,KUWAIT,1963,GOVERNMENT CONSUMPTION EXPEND.,KUWAITI DINARS,89000000
44391F..ZF...,KUWAIT,1962,GOVERNMENT CONSUMPTION EXPEND.,KUWAITI DINARS,80000000
91791F..ZF...,KYRGYZ REPUBLIC,2008,GOVERNMENT CONSUMPTION EXPEND.,SOMS,30441700000
91791F..ZF...,KYRGYZ REPUBLIC,2007,GOVERNMENT CONSUMPTION EXPEND.,SOMS,24268800000
91791F..ZF...,KYRGYZ REPUBLIC,2006,GOVERNMENT CONSUMPTION EXPEND.,SOMS,20469600000
91791F..ZF...,KYRGYZ REPUBLIC,2005,GOVERNMENT CONSUMPTION EXPEND.,SOMS,17667300000
91791F..ZF...,KYRGYZ REPUBLIC,2004,GOVERNMENT CONSUMPTION EXPEND.,SOMS,17146000000
91791F..ZF...,KYRGYZ REPUBLIC,2003,GOVERNMENT CONSUMPTION EXPEND.,SOMS,14116400000
91791F..ZF...,KYRGYZ REPUBLIC,2002,GOVERNMENT CONSUMPTION EXPEND.,SOMS,14032700000
91791F..ZF...,KYRGYZ REPUBLIC,2001,GOVERNMENT CONSUMPTION EXPEND.,SOMS,12911700000
91791F..ZF...,KYRGYZ REPUBLIC,2000,GOVERNMENT CONSUMPTION EXPEND.,SOMS,13098600000
91791F..ZF...,KYRGYZ REPUBLIC,1999,GOVERNMENT CONSUMPTION EXPEND.,SOMS,9320100000
91791F..ZF...,KYRGYZ REPUBLIC,1998,GOVERNMENT CONSUMPTION EXPEND.,SOMS,6103000000
91791F..ZF...,KYRGYZ REPUBLIC,1997,GOVERNMENT CONSUMPTION EXPEND.,SOMS,5307300000
91791F..ZF...,KYRGYZ REPUBLIC,1996,GOVERNMENT CONSUMPTION EXPEND.,SOMS,4333100000
91791F..ZF...,KYRGYZ REPUBLIC,1995,GOVERNMENT CONSUMPTION EXPEND.,SOMS,3154400000
91791F..ZF...,KYRGYZ REPUBLIC,1994,GOVERNMENT CONSUMPTION EXPEND.,SOMS,2272100000
91791F..ZF...,KYRGYZ REPUBLIC,1993,GOVERNMENT CONSUMPTION EXPEND.,SOMS,1086200000
91791F..ZF...,KYRGYZ REPUBLIC,1992,GOVERNMENT CONSUMPTION EXPEND.,SOMS,158400000
91791F..ZF...,KYRGYZ REPUBLIC,1991,GOVERNMENT CONSUMPTION EXPEND.,SOMS,20200000
94191F..ZF...,LATVIA,2009,GOVERNMENT CONSUMPTION EXPEND.,LATS,2793940000
94191F..ZF...,LATVIA,2008,GOVERNMENT CONSUMPTION EXPEND.,LATS,3207970000
94191F..ZF...,LATVIA,2007,GOVERNMENT CONSUMPTION EXPEND.,LATS,2574930000
94191F..ZF...,LATVIA,2006,GOVERNMENT CONSUMPTION EXPEND.,LATS,1855180000
94191F..ZF...,LATVIA,2005,GOVERNMENT CONSUMPTION EXPEND.,LATS,1580760000
94191F..ZF...,LATVIA,2004,GOVERNMENT CONSUMPTION EXPEND.,LATS,1451220000
94191F..ZF...,LATVIA,2003,GOVERNMENT CONSUMPTION EXPEND.,LATS,1371180000
94191F..ZF...,LATVIA,2002,GOVERNMENT CONSUMPTION EXPEND.,LATS,1207630000
94191F..ZF...,LATVIA,2001,GOVERNMENT CONSUMPTION EXPEND.,LATS,1068340000
94191F..ZF...,LATVIA,2000,GOVERNMENT CONSUMPTION EXPEND.,LATS,987960000
94191F..ZF...,LATVIA,1999,GOVERNMENT CONSUMPTION EXPEND.,LATS,966090000
94191F..ZF...,LATVIA,1998,GOVERNMENT CONSUMPTION EXPEND.,LATS,923050000
94191F..ZF...,LATVIA,1997,GOVERNMENT CONSUMPTION EXPEND.,LATS,747720000
94191F..ZF...,LATVIA,1996,GOVERNMENT CONSUMPTION EXPEND.,LATS,673640000
94191F..ZF...,LATVIA,1995,GOVERNMENT CONSUMPTION EXPEND.,LATS,639970000
94191F..ZF...,LATVIA,1994,GOVERNMENT CONSUMPTION EXPEND.,LATS,410600000
94191F..ZF...,LATVIA,1993,GOVERNMENT CONSUMPTION EXPEND.,LATS,294560000
94191F..ZF...,LATVIA,1992,GOVERNMENT CONSUMPTION EXPEND.,LATS,125370000
44691F..ZF...,LEBANON,2008,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,6.646E+12
44691F..ZF...,LEBANON,2007,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,5.509E+12
44691F..ZF...,LEBANON,2006,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,5.115E+12
44691F..ZF...,LEBANON,2005,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,4.968E+12
44691F..ZF...,LEBANON,2004,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,4.938E+12
44691F..ZF...,LEBANON,2003,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,5.036E+12
44691F..ZF...,LEBANON,2002,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,4.922E+12
44691F..ZF...,LEBANON,2001,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,4.682E+12
44691F..ZF...,LEBANON,2000,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,4.493E+12
44691F..ZF...,LEBANON,1999,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,4.443E+12
44691F..ZF...,LEBANON,1998,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,4.366E+12
44691F..ZF...,LEBANON,1997,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,4.132E+12
44691F..ZF...,LEBANON,1982,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,4850000000
44691F..ZF...,LEBANON,1981,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,4219000000
44691F..ZF...,LEBANON,1980,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,3515000000
44691F..ZF...,LEBANON,1979,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,2559000000
44691F..ZF...,LEBANON,1978,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,2012000000
44691F..ZF...,LEBANON,1977,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,1702000000
44691F..ZF...,LEBANON,1976,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,632000000
44691F..ZF...,LEBANON,1973,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,603000000
44691F..ZF...,LEBANON,1972,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,571000000
44691F..ZF...,LEBANON,1971,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,541000000
44691F..ZF...,LEBANON,1970,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,512000000
44691F..ZF...,LEBANON,1969,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,478000000
44691F..ZF...,LEBANON,1968,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,439000000
44691F..ZF...,LEBANON,1967,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,419000000
44691F..ZF...,LEBANON,1966,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,401000000
44691F..ZF...,LEBANON,1965,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,355000000
44691F..ZF...,LEBANON,1964,GOVERNMENT CONSUMPTION,LEBANESE POUNDS,309000000
66691F..ZF...,LESOTHO,2007,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,3984770000
66691F..ZF...,LESOTHO,2006,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,3465420000
66691F..ZF...,LESOTHO,2005,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,3130120000
66691F..ZF...,LESOTHO,2004,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,2781510000
66691F..ZF...,LESOTHO,2003,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,2709790000
66691F..ZF...,LESOTHO,2002,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,2504110000
66691F..ZF...,LESOTHO,2001,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,2033440000
66691F..ZF...,LESOTHO,2000,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,1862490000
66691F..ZF...,LESOTHO,1999,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,1731270000
66691F..ZF...,LESOTHO,1998,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,1693010000
66691F..ZF...,LESOTHO,1997,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,801161000
66691F..ZF...,LESOTHO,1996,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,658600000
66691F..ZF...,LESOTHO,1995,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,607200000
66691F..ZF...,LESOTHO,1994,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,486500000
66691F..ZF...,LESOTHO,1993,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,403500000
66691F..ZF...,LESOTHO,1992,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,346400000
66691F..ZF...,LESOTHO,1991,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,295800000
66691F..ZF...,LESOTHO,1990,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,224000000
66691F..ZF...,LESOTHO,1989,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,215600000
66691F..ZF...,LESOTHO,1988,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,208900000
66691F..ZF...,LESOTHO,1987,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,163900000
66691F..ZF...,LESOTHO,1986,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,159300000
66691F..ZF...,LESOTHO,1985,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,135900000
66691F..ZF...,LESOTHO,1984,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,98600000
66691F..ZF...,LESOTHO,1983,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,91700000
66691F..ZF...,LESOTHO,1982,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,89900000
66691F..ZF...,LESOTHO,1981,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,81000000
66691F..ZF...,LESOTHO,1980,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,74000000
66691F..ZF...,LESOTHO,1979,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,52400000
66691F..ZF...,LESOTHO,1978,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,40900000
66691F..ZF...,LESOTHO,1977,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,29200000
66691F..ZF...,LESOTHO,1976,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,24900000
66691F..ZF...,LESOTHO,1975,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,21300000
66691F..ZF...,LESOTHO,1974,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,15800000
66691F..ZF...,LESOTHO,1973,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,9600000
66691F..ZF...,LESOTHO,1972,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,9300000
66691F..ZF...,LESOTHO,1971,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,8300000
66691F..ZF...,LESOTHO,1970,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,6200000
66691F..ZF...,LESOTHO,1969,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,6140000
66691F..ZF...,LESOTHO,1968,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,6190000
66691F..ZF...,LESOTHO,1967,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,6810000
66691F..ZF...,LESOTHO,1966,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,5100000
66691F..ZF...,LESOTHO,1965,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,6930000
66691F..ZF...,LESOTHO,1964,GOVERNMENT CONSUMPTION EXPEND.,MALOTI,5700000
67291F..ZF...,LIBYA,2005,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,6712500000
67291F..ZF...,LIBYA,2004,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,5132400000
67291F..ZF...,LIBYA,2003,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,4643300000
67291F..ZF...,LIBYA,2002,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,4312200000
67291F..ZF...,LIBYA,2001,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,3706100000
67291F..ZF...,LIBYA,2000,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,3616000000
67291F..ZF...,LIBYA,1999,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,3102000000
67291F..ZF...,LIBYA,1998,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,3339000000
67291F..ZF...,LIBYA,1997,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,3333000000
67291F..ZF...,LIBYA,1996,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,2903000000
67291F..ZF...,LIBYA,1995,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,2383000000
67291F..ZF...,LIBYA,1994,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,2254000000
67291F..ZF...,LIBYA,1993,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,2132000000
67291F..ZF...,LIBYA,1992,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,2755000000
67291F..ZF...,LIBYA,1991,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,2376000000
67291F..ZF...,LIBYA,1990,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,1997000000
67291F..ZF...,LIBYA,1989,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,2520000000
67291F..ZF...,LIBYA,1988,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,2196000000
67291F..ZF...,LIBYA,1987,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,1615800000
67291F..ZF...,LIBYA,1986,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,2055000000
67291F..ZF...,LIBYA,1985,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,2229200000
67291F..ZF...,LIBYA,1984,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,3158500000
67291F..ZF...,LIBYA,1983,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,2380900000
67291F..ZF...,LIBYA,1982,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,2456300000
67291F..ZF...,LIBYA,1981,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,2551600000
67291F..ZF...,LIBYA,1980,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,2442300000
67291F..ZF...,LIBYA,1979,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,2007000000
67291F..ZF...,LIBYA,1978,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,1692000000
67291F..ZF...,LIBYA,1977,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,1400000000
67291F..ZF...,LIBYA,1976,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,1185000000
67291F..ZF...,LIBYA,1975,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,1044000000
67291F..ZF...,LIBYA,1974,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,865000000
67291F..ZF...,LIBYA,1973,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,465000000
67291F..ZF...,LIBYA,1972,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,359000000
67291F..ZF...,LIBYA,1971,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,318000000
67291F..ZF...,LIBYA,1970,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,260000000
67291F..ZF...,LIBYA,1969,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,257000000
67291F..ZF...,LIBYA,1968,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,193000000
67291F..ZF...,LIBYA,1967,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,132000000
67291F..ZF...,LIBYA,1966,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,107000000
67291F..ZF...,LIBYA,1965,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,80000000
67291F..ZF...,LIBYA,1964,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,59000000
67291F..ZF...,LIBYA,1963,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,43000000
67291F..ZF...,LIBYA,1962,GOVERNMENT CONSUMPTION EXPEND.,LIBYAN DINARS,34000000
94691F..ZF...,LITHUANIA,2009,GOVERNMENT CONSUMPTION EXPEND.,LITAI,19201300000
94691F..ZF...,LITHUANIA,2008,GOVERNMENT CONSUMPTION EXPEND.,LITAI,21469000000
94691F..ZF...,LITHUANIA,2007,GOVERNMENT CONSUMPTION EXPEND.,LITAI,17638200000
94691F..ZF...,LITHUANIA,2006,GOVERNMENT CONSUMPTION EXPEND.,LITAI,15966200000
94691F..ZF...,LITHUANIA,2005,GOVERNMENT CONSUMPTION EXPEND.,LITAI,13502700000
94691F..ZF...,LITHUANIA,2004,GOVERNMENT CONSUMPTION EXPEND.,LITAI,12158400000
94691F..ZF...,LITHUANIA,2003,GOVERNMENT CONSUMPTION EXPEND.,LITAI,11308500000
94691F..ZF...,LITHUANIA,2002,GOVERNMENT CONSUMPTION EXPEND.,LITAI,10893800000
94691F..ZF...,LITHUANIA,2001,GOVERNMENT CONSUMPTION EXPEND.,LITAI,10425000000
94691F..ZF...,LITHUANIA,2000,GOVERNMENT CONSUMPTION EXPEND.,LITAI,10413100000
94691F..ZF...,LITHUANIA,1999,GOVERNMENT CONSUMPTION EXPEND.,LITAI,10435400000
94691F..ZF...,LITHUANIA,1998,GOVERNMENT CONSUMPTION EXPEND.,LITAI,11703400000
94691F..ZF...,LITHUANIA,1997,GOVERNMENT CONSUMPTION EXPEND.,LITAI,9844150000
94691F..ZF...,LITHUANIA,1996,GOVERNMENT CONSUMPTION EXPEND.,LITAI,8216500000
94691F..ZF...,LITHUANIA,1995,GOVERNMENT CONSUMPTION EXPEND.,LITAI,6593080000
13791F..ZW...,LUXEMBOURG,2009,GOVT. CONSUMPTION EXPEND.(IN EUROS),NATL CURRENCY,6343500000
13791F..ZW...,LUXEMBOURG,2008,GOVT. CONSUMPTION EXPEND.(IN EUROS),NATL CURRENCY,5940400000
13791F..ZW...,LUXEMBOURG,2007,GOVT. CONSUMPTION EXPEND.(IN EUROS),NATL CURRENCY,5560600000
13791F..ZW...,LUXEMBOURG,2006,GOVT. CONSUMPTION EXPEND.(IN EUROS),NATL CURRENCY,5224200000
13791F..ZW...,LUXEMBOURG,2005,GOVT. CONSUMPTION EXPEND.(IN EUROS),NATL CURRENCY,5001700000
13791F..ZW...,LUXEMBOURG,2004,GOVT. CONSUMPTION EXPEND.(IN EUROS),NATL CURRENCY,4650800000
13791F..ZW...,LUXEMBOURG,2003,GOVT. CONSUMPTION EXPEND.(IN EUROS),NATL CURRENCY,4241500000
13791F..ZW...,LUXEMBOURG,2002,GOVT. CONSUMPTION EXPEND.(IN EUROS),NATL CURRENCY,3956900000
13791F..ZW...,LUXEMBOURG,2001,GOVT. CONSUMPTION EXPEND.(IN EUROS),NATL CURRENCY,3633500000
13791F..ZW...,LUXEMBOURG,2000,GOVT. CONSUMPTION EXPEND.(IN EUROS),NATL CURRENCY,3322900000
13791F..ZW...,LUXEMBOURG,1999,GOVT. CONSUMPTION EXPEND.(IN EUROS),NATL CURRENCY,3089000000
13791F..ZF...,LUXEMBOURG,1998,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,1.1106E+11
13791F..ZF...,LUXEMBOURG,1997,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,1.10366E+11
13791F..ZF...,LUXEMBOURG,1996,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,1.04331E+11
13791F..ZF...,LUXEMBOURG,1995,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,96977100000
13791F..ZF...,LUXEMBOURG,1994,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,91346900000
13791F..ZF...,LUXEMBOURG,1993,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,87452100000
13791F..ZF...,LUXEMBOURG,1992,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,79676100000
13791F..ZF...,LUXEMBOURG,1991,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,72517800000
13791F..ZF...,LUXEMBOURG,1990,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,67696800000
13791F..ZF...,LUXEMBOURG,1989,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,61300100000
13791F..ZF...,LUXEMBOURG,1988,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,55095000000
13791F..ZF...,LUXEMBOURG,1987,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,51978000000
13791F..ZF...,LUXEMBOURG,1986,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,47252100000
13791F..ZF...,LUXEMBOURG,1985,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,43987000000
13791F..ZF...,LUXEMBOURG,1984,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,29756000000
13791F..ZF...,LUXEMBOURG,1983,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,27556000000
13791F..ZF...,LUXEMBOURG,1982,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,26097000000
13791F..ZF...,LUXEMBOURG,1981,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,24668000000
13791F..ZF...,LUXEMBOURG,1980,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,22182000000
13791F..ZF...,LUXEMBOURG,1979,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,19517000000
13791F..ZF...,LUXEMBOURG,1978,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,17553000000
13791F..ZF...,LUXEMBOURG,1977,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,16286000000
13791F..ZF...,LUXEMBOURG,1976,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,14703000000
13791F..ZF...,LUXEMBOURG,1975,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,12951000000
13791F..ZF...,LUXEMBOURG,1974,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,10731000000
13791F..ZF...,LUXEMBOURG,1973,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,8661000000
13791F..ZF...,LUXEMBOURG,1972,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,7428000000
13791F..ZF...,LUXEMBOURG,1971,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,6565000000
13791F..ZF...,LUXEMBOURG,1970,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,5781000000
13791F..ZF...,LUXEMBOURG,1969,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,5180000000
13791F..ZF...,LUXEMBOURG,1968,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,4900000000
13791F..ZF...,LUXEMBOURG,1967,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,4480000000
13791F..ZF...,LUXEMBOURG,1966,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,4210000000
13791F..ZF...,LUXEMBOURG,1965,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,3830000000
13791F..ZF...,LUXEMBOURG,1964,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,3610000000
13791F..ZF...,LUXEMBOURG,1963,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,3610000000
13791F..ZF...,LUXEMBOURG,1962,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,2990000000
13791F..ZF...,LUXEMBOURG,1961,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,2590000000
13791F..ZF...,LUXEMBOURG,1960,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,2550000000
13791F..ZF...,LUXEMBOURG,1959,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,2610000000
13791F..ZF...,LUXEMBOURG,1958,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,2800000000
13791F..ZF...,LUXEMBOURG,1957,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,2480000000
13791F..ZF...,LUXEMBOURG,1956,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,2300000000
13791F..ZF...,LUXEMBOURG,1955,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,2420000000
13791F..ZF...,LUXEMBOURG,1954,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,2350000000
13791F..ZF...,LUXEMBOURG,1953,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,2340000000
13791F..ZF...,LUXEMBOURG,1952,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,2230000000
13791F..ZF...,LUXEMBOURG,1951,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,2000000000
13791F..ZF...,LUXEMBOURG,1950,GOVERNMENT CONSUMPTION EXPEND.,NATL CURRENCY,1650000000
96291F..ZF...,"MACEDONIA, FYR",2008,GOVERNMENT CONSUMPTION EXPEND.,DENARS,74549000000
96291F..ZF...,"MACEDONIA, FYR",2007,GOVERNMENT CONSUMPTION EXPEND.,DENARS,62037000000
96291F..ZF...,"MACEDONIA, FYR",2006,GOVERNMENT CONSUMPTION EXPEND.,DENARS,57583000000
96291F..ZF...,"MACEDONIA, FYR",2005,GOVERNMENT CONSUMPTION EXPEND.,DENARS,53990000000
96291F..ZF...,"MACEDONIA, FYR",2004,GOVERNMENT CONSUMPTION EXPEND.,DENARS,53133000000
96291F..ZF...,"MACEDONIA, FYR",2003,GOVERNMENT CONSUMPTION EXPEND.,DENARS,51980000000
